Edge,Weight
"(49, 97)",0.0016360028993221932
"(49, 98)",2.0839729228327995e-06
"(49, 101)",1.1431391069919099e-07
"(49, 107)",7.064461676264955e-07
"(49, 108)",2.0360866738239643e-07
"(50, 7)",1.877684540581015e-06
"(50, 9)",7.864227814877722e-06
"(50, 11)",4.371817049673155e-06
"(50, 12)",4.7297660975687e-06
"(50, 17)",3.9441800140593843e-07
"(50, 18)",7.303387032209229e-07
"(50, 47)",5.691088822601387e-07
"(50, 48)",0.12807315919548273
"(50, 49)",0.0006958731413760688
"(50, 51)",0.0002531199665099848
"(50, 52)",1.5498151025212792e-05
"(50, 53)",0.10839125945232808
"(50, 54)",1.3601436965018365e-05
"(50, 56)",0.011058479167222685
"(50, 57)",0.014696937557309865
"(50, 67)",3.1377486328665328e-06
"(50, 68)",5.637873481134648e-07
"(50, 69)",2.5797576613513227e-05
"(50, 70)",0.015824314320925622
"(50, 71)",0.007350054216803983
"(50, 72)",0.002493588408397045
"(50, 73)",9.841415473601955e-05
"(50, 74)",1.7973213868316406e-07
"(50, 75)",1.33177334404877e-06
"(50, 77)",5.282498872993812e-07
"(50, 78)",4.891033512649301e-05
"(50, 94)",3.177062879800019e-07
"(50, 95)",0.00018318727879886864
"(50, 96)",0.06713027515896101
"(50, 97)",0.004201035597943701
"(50, 98)",1.0001504437013864e-05
"(50, 99)",8.196352565391863e-05
"(50, 100)",0.003214246638090117
"(50, 101)",0.0003952972296428925
"(50, 102)",1.9423549498043257e-06
"(50, 106)",7.682517093236495e-08
"(50, 107)",7.283688676651467e-08
"(50, 137)",3.449550697887105e-07
"(51, 48)",2.2893293266238585e-07
"(51, 49)",0.00141290501691401
"(51, 50)",0.0002531199665099848
"(51, 52)",0.0023284206161042677
"(51, 53)",0.00045697444184042977
"(51, 54)",7.270940876935583e-07
"(51, 57)",1.2716214315844353e-06
"(51, 71)",9.65055533264092e-08
"(51, 72)",0.0002084941551402153
"(51, 73)",0.040482028042897585
"(51, 74)",2.412888574781391e-05
"(51, 75)",5.019677119122435e-07
"(51, 78)",5.01897895119896e-07
"(51, 94)",5.305895213325584e-07
"(51, 96)",4.444531902436211e-05
"(51, 97)",0.06783976072911173
"(51, 98)",0.047504602973349394
"(51, 99)",4.2669367253722614e-07
"(51, 100)",2.65176721165053e-08
"(52, 50)",1.5498151025212792e-05
"(52, 51)",0.0023284206161042677
"(52, 53)",0.02992892778478563
"(52, 54)",0.025839173593558373
"(52, 55)",2.3497877475620043e-06
"(52, 56)",1.1817282479853474e-06
"(52, 57)",9.46582107917493e-05
"(52, 69)",2.0380121403817953e-07
"(52, 72)",5.0012323430337345e-06
"(52, 73)",6.616133711645489e-07
"(52, 96)",6.583165536362936e-07
"(52, 97)",4.9517856928105176e-05
"(52, 98)",0.001585803415218834
"(52, 99)",5.8746137047194226e-06
"(52, 100)",2.8242730179776705e-07
"(53, 48)",2.4837083944930782e-05
"(53, 49)",1.0302894558833487e-06
"(53, 50)",0.10839125945232808
"(53, 51)",0.00045697444184042977
"(53, 52)",0.02992892778478563
"(53, 54)",0.10255195793695748
"(53, 55)",3.292269324447261e-05
"(53, 56)",0.025104725348064676
"(53, 57)",0.1231487251073122
"(53, 58)",5.236536401298508e-07
"(53, 66)",5.723777471722258e-07
"(53, 67)",4.7043246127032034e-07
"(53, 68)",1.2183134673549034e-07
"(53, 69)",3.031832320630201e-05
"(53, 70)",5.977296724267944e-05
"(53, 71)",1.574118269900282e-06
"(53, 72)",0.00011317646405586856
"(53, 73)",1.998450097460136e-06
"(53, 95)",1.682200669504243e-07
"(53, 96)",0.0015119170005885962
"(53, 97)",0.0013158466544700787
"(53, 98)",0.0002444473499417654
"(53, 99)",0.0023846403563948116
"(53, 100)",0.0035830083391192604
"(53, 101)",1.0560957526024594e-05
"(53, 102)",5.095926940287877e-08
"(54, 50)",1.3601436965018365e-05
"(54, 51)",7.270940876935583e-07
"(54, 52)",0.025839173593558373
"(54, 53)",0.10255195793695748
"(54, 55)",0.07273668873123824
"(54, 56)",0.0007933637290261686
"(54, 57)",0.001175499285600381
"(54, 58)",7.008111474533507e-06
"(54, 65)",9.11807668430885e-08
"(54, 66)",2.919864600983146e-06
"(54, 69)",6.556715034378158e-07
"(54, 70)",2.124577701522847e-08
"(54, 72)",2.1570768778102108e-08
"(54, 96)",1.1325139734506263e-06
"(54, 97)",1.2749439799364382e-06
"(54, 98)",6.926425837718852e-06
"(54, 99)",0.0005755186529040657
"(54, 100)",8.367246077000346e-05
"(54, 101)",7.4050103185088444e-09
"(55, 52)",2.3497877475620043e-06
"(55, 53)",3.292269324447261e-05
"(55, 54)",0.07273668873123824
"(55, 56)",0.00011044029611184669
"(55, 57)",7.562944082337708e-06
"(55, 58)",0.00012381700776586512
"(55, 59)",7.043091903995848e-08
"(55, 61)",5.229121402097011e-08
"(55, 62)",6.009807474338657e-07
"(55, 65)",4.43493476632284e-05
"(55, 66)",0.00022044857698347187
"(55, 67)",3.4276426151047705e-08
"(55, 99)",1.0668038682410951e-05
"(55, 100)",4.9237880138264244e-06
"(56, 12)",2.3846432701495654e-07
"(56, 17)",1.540922208812893e-08
"(56, 18)",4.40510600975057e-06
"(56, 48)",0.00030961176022515247
"(56, 50)",0.011058479167222685
"(56, 52)",1.1817282479853474e-06
"(56, 53)",0.025104725348064676
"(56, 54)",0.0007933637290261686
"(56, 55)",0.00011044029611184669
"(56, 57)",0.04066428906917281
"(56, 58)",2.209623921544335e-05
"(56, 59)",2.5946230963971328e-08
"(56, 61)",3.976700589589654e-06
"(56, 62)",1.6361383211460633e-06
"(56, 63)",1.6446365426434932e-07
"(56, 64)",8.148487594183962e-07
"(56, 65)",0.00015401111414576008
"(56, 66)",0.0015210896519420203
"(56, 67)",0.011877058870741166
"(56, 68)",3.115773386824117e-05
"(56, 69)",2.4863643898918043e-05
"(56, 70)",0.0031374910064596406
"(56, 71)",3.6902273557440258e-06
"(56, 72)",5.745189143988627e-07
"(56, 95)",1.778051682170008e-06
"(56, 96)",0.0003401914615804458
"(56, 97)",1.5635549990378195e-06
"(56, 99)",0.0008019823536415061
"(56, 100)",0.3325990934483707
"(56, 101)",0.0003596766251735062
"(56, 102)",0.0005169737608866854
"(56, 106)",6.363460465551207e-08
"(56, 136)",1.8001431065058846e-07
"(56, 137)",4.925354960198433e-07
"(57, 11)",1.2092608919545e-06
"(57, 12)",4.1335300200158235e-08
"(57, 17)",7.657785448600408e-06
"(57, 18)",4.600593429984201e-06
"(57, 48)",1.4182277951704236e-05
"(57, 49)",2.1344851196959882e-08
"(57, 50)",0.014696937557309865
"(57, 51)",1.2716214315844353e-06
"(57, 52)",9.46582107917493e-05
"(57, 53)",0.1231487251073122
"(57, 54)",0.001175499285600381
"(57, 55)",7.562944082337708e-06
"(57, 56)",0.04066428906917281
"(57, 58)",0.00027746864576329246
"(57, 59)",1.865950663386684e-05
"(57, 61)",1.1652718670802642e-05
"(57, 63)",2.0189645622561993e-08
"(57, 65)",6.788042444583198e-08
"(57, 66)",5.4024755804675806e-05
"(57, 67)",7.339537722145906e-05
"(57, 68)",0.0008809915257734246
"(57, 69)",0.16506592163816095
"(57, 70)",0.014448927565244957
"(57, 71)",2.395875319280094e-05
"(57, 72)",0.0011920983357413205
"(57, 73)",1.5469593094508128e-07
"(57, 75)",1.795703088092182e-07
"(57, 78)",5.306111239726841e-08
"(57, 96)",4.417172484962103e-06
"(57, 97)",7.327336724927136e-07
"(57, 98)",7.894365057640162e-09
"(57, 99)",1.5930155103660582e-06
"(57, 100)",6.003018933370185e-05
"(57, 101)",1.1718692620104435e-07
"(57, 102)",3.3166258350814104e-09
"(58, 18)",2.4739886918013685e-08
"(58, 53)",5.236536401298508e-07
"(58, 54)",7.008111474533507e-06
"(58, 55)",0.00012381700776586512
"(58, 56)",2.209623921544335e-05
"(58, 57)",0.00027746864576329246
"(58, 59)",0.2923309127986431
"(58, 60)",0.053178111324086785
"(58, 61)",0.13151837576646358
"(58, 62)",0.0003197701594035607
"(58, 63)",1.98494911137459e-05
"(58, 64)",1.196429146332889e-07
"(58, 65)",1.724426763757947e-05
"(58, 66)",0.08593008480966091
"(58, 67)",5.7533275310106546e-05
"(58, 68)",0.0007348447075128206
"(58, 69)",0.00019975672104919796
"(58, 70)",3.679125623179402e-07
"(59, 17)",4.4085212768541894e-08
"(59, 55)",7.043091903995848e-08
"(59, 56)",2.5946230963971328e-08
"(59, 57)",1.865950663386684e-05
"(59, 58)",0.2923309127986431
"(59, 60)",0.14235428349114954
"(59, 61)",0.015522155634971568
"(59, 62)",5.982228892131233e-07
"(59, 63)",3.145854732018449e-06
"(59, 66)",5.238070992163557e-05
"(59, 67)",7.296261701706946e-07
"(59, 68)",0.0008252864429960028
"(59, 69)",0.0009662213483534287
"(59, 70)",2.1653445878095652e-08
"(60, 58)",0.053178111324086785
"(60, 59)",0.14235428349114954
"(60, 61)",0.02827829881105572
"(60, 62)",4.779655070706213e-05
"(60, 63)",1.5242662677223961e-05
"(60, 65)",3.836186055483637e-08
"(60, 66)",0.00013535690612116014
"(60, 67)",8.913479252831006e-08
"(60, 68)",1.1911265574866548e-05
"(60, 69)",3.529494108034102e-07
"(61, 17)",5.147456363374658e-07
"(61, 18)",2.1046727817974896e-05
"(61, 55)",5.229121402097011e-08
"(61, 56)",3.976700589589654e-06
"(61, 57)",1.1652718670802642e-05
"(61, 58)",0.13151837576646358
"(61, 59)",0.015522155634971568
"(61, 60)",0.02827829881105572
"(61, 62)",0.0047134865447878834
"(61, 63)",0.11718955095857382
"(61, 64)",5.71541522674579e-06
"(61, 65)",1.4692517170260545e-05
"(61, 66)",0.046350762462243435
"(61, 67)",0.0020511873146460856
"(61, 68)",0.07903897093608975
"(61, 69)",7.042902802822937e-05
"(61, 70)",2.506183588764088e-06
"(62, 55)",6.009807474338657e-07
"(62, 56)",1.6361383211460633e-06
"(62, 58)",0.0003197701594035607
"(62, 59)",5.982228892131233e-07
"(62, 60)",4.779655070706213e-05
"(62, 61)",0.0047134865447878834
"(62, 63)",0.0013862975746451412
"(62, 64)",0.12364374928176403
"(62, 65)",0.14337463886244223
"(62, 66)",0.3362652040459216
"(62, 67)",0.0006587982055498287
"(62, 68)",2.80301693067031e-06
"(63, 17)",6.198190625639199e-07
"(63, 18)",0.0006633155474992236
"(63, 19)",3.2855474215054413e-07
"(63, 20)",1.7176880325697063e-08
"(63, 56)",1.6446365426434932e-07
"(63, 57)",2.0189645622561993e-08
"(63, 58)",1.98494911137459e-05
"(63, 59)",3.145854732018449e-06
"(63, 60)",1.5242662677223961e-05
"(63, 61)",0.11718955095857382
"(63, 62)",0.0013862975746451412
"(63, 64)",7.304534394279471e-05
"(63, 65)",2.9575799607073348e-06
"(63, 66)",0.00040964347698718484
"(63, 67)",0.004221313585876487
"(63, 68)",0.007213726693298668
"(63, 69)",3.237279182144448e-07
"(63, 70)",1.1571997781345545e-06
"(63, 136)",3.602535946356511e-07
"(63, 162)",8.960832931848018e-06
"(63, 163)",2.417267757037599e-07
"(64, 56)",8.148487594183962e-07
"(64, 58)",1.196429146332889e-07
"(64, 61)",5.71541522674579e-06
"(64, 62)",0.12364374928176403
"(64, 63)",7.304534394279471e-05
"(64, 65)",0.15210129261016847
"(64, 66)",0.0011349261782015673
"(64, 67)",0.0012838677893159912
"(64, 68)",1.4188429165231118e-08
"(64, 102)",7.079057464238759e-06
"(64, 135)",8.717064539156389e-08
"(64, 136)",3.382257279099576e-05
"(64, 162)",1.8428746673405946e-07
"(64, 166)",6.280366697319906e-07
"(65, 54)",9.11807668430885e-08
"(65, 55)",4.43493476632284e-05
"(65, 56)",0.00015401111414576008
"(65, 57)",6.788042444583198e-08
"(65, 58)",1.724426763757947e-05
"(65, 60)",3.836186055483637e-08
"(65, 61)",1.4692517170260545e-05
"(65, 62)",0.14337463886244223
"(65, 63)",2.9575799607073348e-06
"(65, 64)",0.15210129261016847
"(65, 66)",0.13051629556342959
"(65, 67)",0.0011759721662383527
"(65, 68)",7.685379239674717e-08
"(65, 99)",4.646048522756926e-08
"(65, 100)",7.70164682791119e-06
"(65, 102)",1.720317568469909e-05
"(65, 136)",2.9152314120955136e-07
"(66, 18)",6.384036547402161e-07
"(66, 53)",5.723777471722258e-07
"(66, 54)",2.919864600983146e-06
"(66, 55)",0.00022044857698347187
"(66, 56)",0.0015210896519420203
"(66, 57)",5.4024755804675806e-05
"(66, 58)",0.08593008480966091
"(66, 59)",5.238070992163557e-05
"(66, 60)",0.00013535690612116014
"(66, 61)",0.046350762462243435
"(66, 62)",0.3362652040459216
"(66, 63)",0.00040964347698718484
"(66, 64)",0.0011349261782015673
"(66, 65)",0.13051629556342959
"(66, 67)",0.015248296473873778
"(66, 68)",0.0002299080028751632
"(66, 69)",2.4857768656261215e-06
"(66, 70)",1.7100704070571737e-06
"(66, 100)",2.8192319264519484e-06
"(66, 102)",4.167007915079068e-07
"(67, 11)",2.163563411421296e-08
"(67, 12)",7.123317506909643e-06
"(67, 17)",1.0616906926941283e-06
"(67, 18)",0.004402474018570501
"(67, 19)",3.33938213118434e-08
"(67, 20)",7.320068074713913e-08
"(67, 48)",5.599141170335997e-06
"(67, 50)",3.1377486328665328e-06
"(67, 53)",4.7043246127032034e-07
"(67, 55)",3.4276426151047705e-08
"(67, 56)",0.011877058870741166
"(67, 57)",7.339537722145906e-05
"(67, 58)",5.7533275310106546e-05
"(67, 59)",7.296261701706946e-07
"(67, 60)",8.913479252831006e-08
"(67, 61)",0.0020511873146460856
"(67, 62)",0.0006587982055498287
"(67, 63)",0.004221313585876487
"(67, 64)",0.0012838677893159912
"(67, 65)",0.0011759721662383527
"(67, 66)",0.015248296473873778
"(67, 68)",0.006037401438225061
"(67, 69)",9.329535396318534e-06
"(67, 70)",0.0017709362509776838
"(67, 71)",4.375274340162605e-07
"(67, 96)",2.040357639800107e-08
"(67, 100)",4.4241556170163674e-05
"(67, 101)",6.430441363624079e-07
"(67, 102)",0.0004518794862383402
"(67, 133)",5.540071513552381e-07
"(67, 135)",3.0229366999212525e-07
"(67, 136)",0.0004195440168722797
"(67, 137)",3.479020092875695e-06
"(67, 140)",6.193367902318321e-09
"(67, 162)",1.1707550090136465e-05
"(68, 11)",1.3684440095858009e-05
"(68, 12)",1.4022058425666728e-06
"(68, 16)",1.7617865242414154e-06
"(68, 17)",0.006112127677188255
"(68, 18)",0.029271618449129164
"(68, 19)",2.3416129585029923e-06
"(68, 48)",3.464049274586816e-08
"(68, 50)",5.637873481134648e-07
"(68, 53)",1.2183134673549034e-07
"(68, 56)",3.115773386824117e-05
"(68, 57)",0.0008809915257734246
"(68, 58)",0.0007348447075128206
"(68, 59)",0.0008252864429960028
"(68, 60)",1.1911265574866548e-05
"(68, 61)",0.07903897093608975
"(68, 62)",2.80301693067031e-06
"(68, 63)",0.007213726693298668
"(68, 64)",1.4188429165231118e-08
"(68, 65)",7.685379239674717e-08
"(68, 66)",0.0002299080028751632
"(68, 67)",0.006037401438225061
"(68, 69)",0.040416912129148844
"(68, 70)",0.006016444624401629
"(68, 71)",1.4263845019968358e-06
"(68, 72)",3.4999904823251883e-07
"(69, 11)",2.861508299702109e-05
"(69, 12)",2.1194513420112304e-08
"(69, 16)",2.3649651296864248e-07
"(69, 17)",0.0019110757412272505
"(69, 18)",2.928720892896308e-05
"(69, 48)",8.494471338672662e-08
"(69, 50)",2.5797576613513227e-05
"(69, 52)",2.0380121403817953e-07
"(69, 53)",3.031832320630201e-05
"(69, 54)",6.556715034378158e-07
"(69, 56)",2.4863643898918043e-05
"(69, 57)",0.16506592163816095
"(69, 58)",0.00019975672104919796
"(69, 59)",0.0009662213483534287
"(69, 60)",3.529494108034102e-07
"(69, 61)",7.042902802822937e-05
"(69, 63)",3.237279182144448e-07
"(69, 66)",2.4857768656261215e-06
"(69, 67)",9.329535396318534e-06
"(69, 68)",0.040416912129148844
"(69, 70)",0.0038746118103154003
"(69, 71)",8.399075352372164e-06
"(69, 72)",0.0011549845201079734
"(69, 75)",2.4319601087086086e-06
"(69, 77)",6.583113997038481e-07
"(69, 78)",3.971373872304015e-08
"(70, 7)",3.642326678914287e-06
"(70, 9)",3.2933184531884766e-05
"(70, 10)",2.821939732999823e-08
"(70, 11)",0.006428441219613887
"(70, 12)",0.005248806619783863
"(70, 16)",7.362411022313608e-06
"(70, 17)",0.006766726515488699
"(70, 18)",0.03900978652760387
"(70, 19)",2.6482433867869304e-06
"(70, 20)",7.322047661961762e-08
"(70, 48)",0.00861143202520907
"(70, 49)",5.319033726891575e-07
"(70, 50)",0.015824314320925622
"(70, 53)",5.977296724267944e-05
"(70, 54)",2.124577701522847e-08
"(70, 56)",0.0031374910064596406
"(70, 57)",0.014448927565244957
"(70, 58)",3.679125623179402e-07
"(70, 59)",2.1653445878095652e-08
"(70, 61)",2.506183588764088e-06
"(70, 63)",1.1571997781345545e-06
"(70, 66)",1.7100704070571737e-06
"(70, 67)",0.0017709362509776838
"(70, 68)",0.006016444624401629
"(70, 69)",0.0038746118103154003
"(70, 71)",0.10120181676000356
"(70, 72)",0.00036773351832380285
"(70, 73)",8.124802040043732e-08
"(70, 75)",1.7097299894430761e-06
"(70, 77)",3.089973384931e-05
"(70, 78)",2.7228381891291066e-05
"(70, 95)",9.3035267703101e-07
"(70, 96)",5.121006727530763e-06
"(70, 97)",2.8304835741564386e-08
"(70, 100)",1.407293499539719e-05
"(70, 101)",1.0966442713744584e-06
"(70, 102)",1.442053429112633e-06
"(70, 132)",3.0406041928721093e-08
"(70, 133)",4.9077906995390756e-08
"(70, 136)",1.2761553357609757e-07
"(70, 137)",1.6194716239681383e-06
"(71, 6)",3.3133868787712088e-09
"(71, 7)",0.000295593510963954
"(71, 8)",6.093996622524856e-07
"(71, 9)",0.14280804444104434
"(71, 10)",5.371185810872703e-05
"(71, 11)",0.11990933742374182
"(71, 12)",0.02896595000755042
"(71, 13)",1.7932465600267734e-06
"(71, 16)",1.9808702586487924e-05
"(71, 17)",0.00048597359345876613
"(71, 18)",0.0001305213404702954
"(71, 19)",7.620959299382451e-07
"(71, 20)",4.193694115230603e-09
"(71, 46)",2.5381477957608923e-07
"(71, 47)",0.00022217996887775372
"(71, 48)",0.07381969954818488
"(71, 49)",0.0004485573142665089
"(71, 50)",0.007350054216803983
"(71, 51)",9.65055533264092e-08
"(71, 53)",1.574118269900282e-06
"(71, 56)",3.6902273557440258e-06
"(71, 57)",2.395875319280094e-05
"(71, 67)",4.375274340162605e-07
"(71, 68)",1.4263845019968358e-06
"(71, 69)",8.399075352372164e-06
"(71, 70)",0.10120181676000356
"(71, 72)",0.0016780252067837864
"(71, 73)",2.269806177537248e-05
"(71, 74)",2.416190364833426e-06
"(71, 75)",0.0002048201218531176
"(71, 76)",2.698245028227575e-06
"(71, 77)",0.012730887780198827
"(71, 78)",0.12921406205743552
"(71, 79)",1.5088301595369557e-05
"(71, 80)",1.6760961187856083e-06
"(71, 94)",4.655708810474835e-07
"(71, 95)",1.3240949544979231e-05
"(71, 96)",8.702552795466316e-06
"(71, 97)",3.7357704748330887e-07
"(71, 100)",2.2255550121030866e-07
"(71, 101)",3.896936039655774e-07
"(71, 132)",7.364473840709707e-07
"(71, 133)",8.501964427162657e-09
"(71, 137)",1.4959107370771107e-06
"(72, 9)",1.1258173469386179e-06
"(72, 11)",0.00017600159540961613
"(72, 12)",5.990300834493169e-08
"(72, 16)",2.2891301596494885e-08
"(72, 17)",2.111209839313233e-05
"(72, 18)",2.5370361062263007e-08
"(72, 47)",1.5591354778672032e-08
"(72, 48)",7.475359912518797e-06
"(72, 49)",0.0002439190269797109
"(72, 50)",0.002493588408397045
"(72, 51)",0.0002084941551402153
"(72, 52)",5.0012323430337345e-06
"(72, 53)",0.00011317646405586856
"(72, 54)",2.1570768778102108e-08
"(72, 56)",5.745189143988627e-07
"(72, 57)",0.0011920983357413205
"(72, 68)",3.4999904823251883e-07
"(72, 69)",0.0011549845201079734
"(72, 70)",0.00036773351832380285
"(72, 71)",0.0016780252067837864
"(72, 73)",0.010383306613657623
"(72, 74)",0.0016967665713309543
"(72, 75)",0.09696471437811852
"(72, 76)",1.3858906449968344e-05
"(72, 77)",0.0004284211390768178
"(72, 78)",0.0024156621895963324
"(72, 79)",5.574795913076968e-07
"(72, 96)",4.147605791322874e-07
"(72, 97)",2.2553379511691673e-06
"(72, 98)",9.268091389421652e-09
"(73, 9)",7.550385789123481e-07
"(73, 11)",9.266239402450082e-08
"(73, 47)",4.4577489353514465e-06
"(73, 48)",1.3691396421222635e-06
"(73, 49)",0.4216273110359907
"(73, 50)",9.841415473601955e-05
"(73, 51)",0.040482028042897585
"(73, 52)",6.616133711645489e-07
"(73, 53)",1.998450097460136e-06
"(73, 57)",1.5469593094508128e-07
"(73, 70)",8.124802040043732e-08
"(73, 71)",2.269806177537248e-05
"(73, 72)",0.010383306613657623
"(73, 74)",0.2863142619282007
"(73, 75)",0.001844546357751824
"(73, 76)",1.3660100833590149e-06
"(73, 77)",4.007446356979472e-06
"(73, 78)",0.0026599318408989346
"(73, 79)",6.750264024617536e-06
"(73, 94)",3.332248381411773e-05
"(73, 96)",1.6089477303893318e-06
"(73, 97)",0.00019413175175941432
"(73, 98)",3.564297723812615e-06
"(74, 9)",1.9782915639089986e-07
"(74, 10)",3.0588617756646614e-08
"(74, 11)",2.5600803237145066e-07
"(74, 47)",5.989946398621271e-07
"(74, 49)",0.001310000753874192
"(74, 50)",1.7973213868316406e-07
"(74, 51)",2.412888574781391e-05
"(74, 71)",2.416190364833426e-06
"(74, 72)",0.0016967665713309543
"(74, 73)",0.2863142619282007
"(74, 75)",0.12123543402296491
"(74, 76)",0.0007926975343525556
"(74, 77)",6.585000078018766e-05
"(74, 78)",0.0038509158921806374
"(74, 79)",0.0004497331473066879
"(74, 94)",3.7740386122919744e-07
"(74, 97)",1.7061281405439388e-08
"(75, 9)",2.90453236942767e-06
"(75, 10)",1.1336227870515359e-05
"(75, 11)",0.000534834502323065
"(75, 16)",8.304768592637402e-07
"(75, 17)",9.637981888772628e-06
"(75, 47)",1.5002364849019087e-07
"(75, 48)",3.1271091608489936e-08
"(75, 49)",4.088615893579117e-05
"(75, 50)",1.33177334404877e-06
"(75, 51)",5.019677119122435e-07
"(75, 57)",1.795703088092182e-07
"(75, 69)",2.4319601087086086e-06
"(75, 70)",1.7097299894430761e-06
"(75, 71)",0.0002048201218531176
"(75, 72)",0.09696471437811852
"(75, 73)",0.001844546357751824
"(75, 74)",0.12123543402296491
"(75, 76)",0.11300945335999131
"(75, 77)",0.06586108569987119
"(75, 78)",0.03428912377450615
"(75, 79)",0.0005259915522037772
"(76, 9)",9.014911009330717e-07
"(76, 10)",0.0013244273245800286
"(76, 11)",0.00012032311396069417
"(76, 15)",9.902682254124755e-08
"(76, 16)",5.014266167506776e-06
"(76, 17)",9.505835338430302e-07
"(76, 47)",1.1132297578969918e-08
"(76, 49)",1.0346929235183211e-07
"(76, 71)",2.698245028227575e-06
"(76, 72)",1.3858906449968344e-05
"(76, 73)",1.3660100833590149e-06
"(76, 74)",0.0007926975343525556
"(76, 75)",0.11300945335999131
"(76, 77)",0.09467090370133519
"(76, 78)",0.0014815427825669758
"(76, 79)",0.01663162570912391
"(76, 81)",4.272100921021149e-08
"(76, 82)",6.619434743981855e-07
"(77, 7)",1.925197551796303e-08
"(77, 8)",3.6860501353609195e-08
"(77, 9)",0.0014686638749572011
"(77, 10)",0.07671059682965278
"(77, 11)",0.8328838790953159
"(77, 12)",4.0266860798965355e-05
"(77, 13)",8.43577486364211e-06
"(77, 15)",7.025792270383136e-06
"(77, 16)",0.0024941486137686295
"(77, 17)",0.0012503850448410958
"(77, 18)",8.994771847881111e-07
"(77, 19)",7.61142833977632e-07
"(77, 47)",4.944646889466498e-06
"(77, 48)",9.971807463556954e-07
"(77, 49)",4.039964576172395e-06
"(77, 50)",5.282498872993812e-07
"(77, 69)",6.583113997038481e-07
"(77, 70)",3.089973384931e-05
"(77, 71)",0.012730887780198827
"(77, 72)",0.0004284211390768178
"(77, 73)",4.007446356979472e-06
"(77, 74)",6.585000078018766e-05
"(77, 75)",0.06586108569987119
"(77, 76)",0.09467090370133519
"(77, 78)",0.20924596331082285
"(77, 79)",0.006644402225865633
"(77, 80)",1.0862395912105815e-06
"(77, 81)",3.1057817078306016e-06
"(77, 82)",9.545031763025235e-07
"(78, 7)",2.410996206094751e-06
"(78, 8)",1.2625817591427335e-07
"(78, 9)",0.0486610784381628
"(78, 10)",0.0006841925485787214
"(78, 11)",0.004232979327207431
"(78, 12)",2.108126631583218e-05
"(78, 13)",1.2513603825063522e-07
"(78, 16)",1.3923836492324427e-06
"(78, 17)",4.150733176118137e-06
"(78, 18)",5.0749507164305854e-09
"(78, 47)",0.004246580192702822
"(78, 48)",0.00010763088881958538
"(78, 49)",0.015770695940591394
"(78, 50)",4.891033512649301e-05
"(78, 51)",5.01897895119896e-07
"(78, 57)",5.306111239726841e-08
"(78, 69)",3.971373872304015e-08
"(78, 70)",2.7228381891291066e-05
"(78, 71)",0.12921406205743552
"(78, 72)",0.0024156621895963324
"(78, 73)",0.0026599318408989346
"(78, 74)",0.0038509158921806374
"(78, 75)",0.03428912377450615
"(78, 76)",0.0014815427825669758
"(78, 77)",0.20924596331082285
"(78, 79)",0.046356022129766646
"(78, 80)",5.154441380909702e-05
"(78, 81)",5.349973817392831e-08
"(78, 82)",7.961884471306818e-09
"(78, 92)",1.864775282633957e-07
"(78, 94)",1.4108699851931305e-05
"(78, 95)",1.1891296901822556e-07
"(78, 96)",1.1624630208066218e-07
"(78, 97)",1.0835376645701445e-07
"(79, 8)",1.0828376947102924e-07
"(79, 9)",0.00042432845792063746
"(79, 10)",0.006398399307799991
"(79, 11)",1.2133231372217779e-05
"(79, 12)",1.8234783496906484e-09
"(79, 13)",5.3153616033085885e-08
"(79, 16)",4.97126885156679e-08
"(79, 47)",0.0005039400319037668
"(79, 49)",2.1956731284262787e-05
"(79, 71)",1.5088301595369557e-05
"(79, 72)",5.574795913076968e-07
"(79, 73)",6.750264024617536e-06
"(79, 74)",0.0004497331473066879
"(79, 75)",0.0005259915522037772
"(79, 76)",0.01663162570912391
"(79, 77)",0.006644402225865633
"(79, 78)",0.046356022129766646
"(79, 80)",0.0007222123568499228
"(79, 81)",2.9062127671863892e-06
"(79, 82)",3.894501699960528e-05
"(79, 84)",1.1688157369960095e-07
"(79, 86)",9.399322401293375e-07
"(79, 92)",2.1470885116059436e-07
"(79, 94)",6.811282781882256e-07
"(80, 5)",0.00018254516525303187
"(80, 6)",1.3684887173326387e-06
"(80, 7)",3.349725405087156e-05
"(80, 8)",0.004191315927891992
"(80, 9)",0.008498068081680686
"(80, 10)",6.3816532724843e-05
"(80, 11)",3.5440282883465187e-08
"(80, 12)",4.4594267670561296e-07
"(80, 13)",1.1389529896632667e-06
"(80, 27)",1.164600528795745e-05
"(80, 30)",7.812457839406761e-07
"(80, 31)",4.954094248489868e-07
"(80, 43)",3.6804824242446486e-08
"(80, 44)",2.9583104893063776e-07
"(80, 45)",0.004787215843098238
"(80, 46)",3.037095587103522e-05
"(80, 47)",0.18149213775759562
"(80, 48)",1.0657763292767049e-07
"(80, 49)",1.105499323941217e-06
"(80, 71)",1.6760961187856083e-06
"(80, 77)",1.0862395912105815e-06
"(80, 78)",5.154441380909702e-05
"(80, 79)",0.0007222123568499228
"(80, 81)",2.3490237014129887e-05
"(80, 82)",1.7845686186319655e-05
"(80, 83)",4.355929552869626e-07
"(80, 84)",0.008566004064632579
"(80, 85)",1.1191839352875377e-06
"(80, 86)",0.010856298033613711
"(80, 87)",1.8037648326085786e-07
"(80, 88)",1.1285476332786355e-07
"(80, 89)",0.0011919478380150394
"(80, 91)",4.146752746206476e-07
